snr_db,symbol_id,I_clean,Q_clean,rx_I,rx_Q,r,theta
0,0,-0.9486832980505138,-0.9486832980505138,-0.3328963946522619,0.0245603009031847,0.333801165295943,3.0679484670471022
0,0,-0.9486832980505138,-0.9486832980505138,-1.6957546863199964,-1.122260682305484,2.033482971461772,-2.55696265719607
0,0,-0.9486832980505138,-0.9486832980505138,-1.1549303364953396,-2.1518145224755783,2.4421649865015342,-2.063389669836799
0,0,-0.9486832980505138,-0.9486832980505138,-1.7746940529761668,-0.3345432182011945,1.8059507597145017,-2.9552715554724585
0,0,-0.9486832980505138,-0.9486832980505138,-0.8568450465294792,-0.9452044803338956,1.2757722929290223,-2.3072009842341075
0,0,-0.9486832980505138,-0.9486832980505138,-1.0332796246558522,-1.2613207247164142,1.6305203934106678,-2.2571381325009106
0,0,-0.9486832980505138,-0.9486832980505138,-0.0025562466718419,-0.6499104451950257,0.6499154723274742,-1.5747295356068232
0,0,-0.9486832980505138,-0.9486832980505138,-1.419766099477242,-0.6153628615154745,1.5473872264424748,-2.7326072135954185
0,0,-0.9486832980505138,-0.9486832980505138,-0.8088156180461595,-0.3798357840057759,0.893564730059705,-2.702543266855158
0,0,-0.9486832980505138,-0.9486832980505138,-1.26005711770594,-0.8525979355282334,1.5214030299524208,-2.546721051665704
0,0,-0.9486832980505138,-0.9486832980505138,-2.607858653743893,-2.078175598690885,3.334627501970967,-2.4687511391006116
0,0,-0.9486832980505138,-0.9486832980505138,-0.5555081879831474,-1.1648680022088302,1.2905451598012023,-2.01578160753261
0,0,-0.9486832980505138,-0.9486832980505138,-1.6719960844133048,-2.474690129970448,2.986580343079117,-2.1649845504034078
0,0,-0.9486832980505138,-0.9486832980505138,-1.904195457689334,-1.660362469617919,2.526413242444792,-2.4244929274951175
0,0,-0.9486832980505138,-0.9486832980505138,-0.4608344660056937,-2.01267063253459,2.064754581088498,-1.7958830677588287
0,0,-0.9486832980505138,-0.9486832980505138,-0.0363047646642306,1.4638754982500302,1.4643256162186398,1.595591689668962
0,0,-0.9486832980505138,-0.9486832980505138,-0.9279783052451662,-1.6597804387710076,1.901582193840847,-2.080596979159048
0,0,-0.9486832980505138,-0.9486832980505138,-0.6234386153637625,-2.61185577539851,2.6852311443541015,-1.8051076329221594
0,0,-0.9486832980505138,-0.9486832980505138,-1.227199021404017,-1.850872163860649,2.220753296764226,-2.1562827339619512
0,0,-0.9486832980505138,-0.9486832980505138,-1.6967357401289456,-2.426721205514985,2.961061968471282,-2.1809775026154545
0,0,-0.9486832980505138,-0.9486832980505138,-1.4717254496316752,-0.79890508440248,1.674582077109895,-2.6442665153769647
0,0,-0.9486832980505138,-0.9486832980505138,-0.3528278559467745,0.1462778041299199,0.38194854615912477,2.7485749573764084
0,0,-0.9486832980505138,-0.9486832980505138,-0.5148312883665904,-1.935373169950828,2.002678347225715,-1.830786836933131
0,0,-0.9486832980505138,-0.9486832980505138,-1.132105670526326,-0.2610734046454153,1.1618186484348625,-2.914946235254461
0,0,-0.9486832980505138,-0.9486832980505138,-1.0344280278138278,-1.3692995728722186,1.71610683379411,-2.2177719806501193
0,0,-0.9486832980505138,-0.9486832980505138,-0.2268878620375116,-0.7770990182651585,0.8095436900678221,-1.854867903973644
0,0,-0.9486832980505138,-0.9486832980505138,-0.2960579206841166,-0.680497459720466,0.7421098874734187,-1.9811577944363845
0,0,-0.9486832980505138,-0.9486832980505138,-1.20622063086056,0.0636008857389756,1.2078962219414504,3.088914029453094
0,0,-0.9486832980505138,-0.9486832980505138,0.1114425986657807,-1.1418886106850668,1.1473138419846831,-1.473509442664243
0,0,-0.9486832980505138,-0.9486832980505138,-0.4882608281129515,-1.6058044005810652,1.6783939970087653,-1.8659736841967764
0,0,-0.9486832980505138,-0.9486832980505138,-1.335419674262739,-1.4251876735661997,1.9530759358747516,-2.323688462268844
0,0,-0.9486832980505138,-0.9486832980505138,-0.4604908544292957,-0.0082061963258378,0.46056396805564476,-3.123773998284976
0,0,-0.9486832980505138,-0.9486832980505138,-0.4389630606921444,-1.9867052452795453,2.0346219059750323,-1.7882528512061997
0,0,-0.9486832980505138,-0.9486832980505138,0.897619592347253,-0.5500547916434004,1.0527493559131316,-0.5497728813546784
0,0,-0.9486832980505138,-0.9486832980505138,0.4394369958752633,-0.0716917843359095,0.4452466566804772,-0.16171988212270122
0,0,-0.9486832980505138,-0.9486832980505138,-1.3792165753094925,-0.7098042346967748,1.5511480951868906,-2.6662993399948114
